name,category_list,domain_clean
Bedi OralCare,Biotechnology,biotechnology
Bedloo,Media|News|Software,SaaS
Bedrock Analytics,Big Data|Business Intelligence|Data Visualization|Enterprise Software,SaaS
Bedrock Data,Data Integration|SaaS|Software,SaaS
Bedrocket Media Ventures,Digital Entertainment|Digital Media|Entertainment|Technology,AI
BedyCasa,All Students|Hospitality|Peer-to-Peer|Rental Housing|Travel,all students|hospitality|peer-to-peer|rental housing|travel
Bee Cave Games,Games,games
Bee-Line Express,Personalization|Service Providers|Transportation|Wholesale,personalization|service providers|transportation|wholesale
Bee On The Go,Software,SaaS
Bee Shield,Big Data Analytics|Consulting,big data analytics|consulting
Bee Smart Technologies,Agriculture,agriculture
Bee There LLC,Social Network Media,social network media
BeeBillion,E-Commerce|Social Commerce,e-commerce|social commerce
Beebrite,EdTech|Education|Technology,EdTech
beebump,Apps|Mobile,apps|mobile
Beech Tree Labs,Biotechnology,biotechnology
BeeFirst.in,Advertising|Incentives|Sales and Marketing|Social Media,MarTech
Beegit,Content|Software,SaaS
Beehive Industries,Software,SaaS
BeehiveID,Biometrics|E-Commerce|Fraud Detection|Identity|Security,biometrics|e-commerce|fraud detection|identity|security
Beekeeper Data,Big Data,big data
Beeken Biomedical,Biotechnology|Health Care|Medical Devices,HealthTech
Beeketing,E-Commerce|Email Marketing|Marketing Automation|SaaS|Social Commerce,AI
Beeline,Software,SaaS
Beeline Bikes,E-Commerce|Health and Wellness|SaaS|Services,HealthTech
BEELINE Technologies,Navigation,navigation
Beem,Collaboration|Digital Media|Enterprises|Enterprise Software|Human Resources|Mobile|SaaS|Small and Medium Businesses|Social Business,SaaS
Beeminder,Software,SaaS
Beep Networks,Consumer Electronics|Mobile|Sensors|Wireless,consumer electronics|mobile|sensors|wireless
Beepi,Automotive|E-Commerce,automotive|e-commerce
Beepl,News|Social Media,news|social media
Beequick,Communities|Retail|Services,AI
Beer52,Craft Beer,craft beer
Beers Enterprises,Web Hosting,web hosting
Beestar,Automotive|B2B|Field Support Services|Fleet Management|Government Innovation|Hardware + Software|Internet of Things|Parking|Taxis,SaaS
Beeswax,Advertising,advertising
Beetailer,Software,SaaS
Beetle Beats,Manufacturing,manufacturing
BEETmobile,Software,SaaS
BeeTV,iPad|Reviews and Recommendations|Social Television|Software|Television|Video on Demand,SaaS
Beezag,Advertising|Video,advertising|video
Beezik,Entertainment|Music|Music Services,AI
BeFunky,iPhone|Mobile|Photography|Photo Sharing,iphone|mobile|photography|photo sharing
Begel Systems,Information Technology|Outsourcing|Technology,information technology|outsourcing|technology
Begun,Advertising,advertising
Behalf,Finance|Internet|Payments,FinTech
Behance,Creative Industries|Internet,creative industries|internet
behaview,Advertising|Analytics|Big Data|Machine Learning,advertising|analytics|big data|machine learning
Behavio,Software,SaaS
Behavioral Recognition Systems,Security|Software|Video,SaaS
Behavioral Technology Group,Electronics|Gadget|Technology|Wearables,electronics|gadget|technology|wearables
BehavioSec,Biometrics|Security,biometrics|security
Behavox,Artificial Intelligence|Data Visualization|Finance Technology,AI
Behind the Burner,Cooking|Curated Web|Wine And Spirits,cooking|curated web|wine and spirits
BeHome247,Software,SaaS
Beibamboo,E-Commerce,e-commerce
BeiBei,E-Commerce,e-commerce
BeiGene,Biotechnology,biotechnology
Beijing Beyondsoft,Consulting,consulting
Beijing Booksir,Mobile,mobile
Beijing capital online science and technology,Mobile,mobile
Beijing Cloud Technologies,Enterprise Software,SaaS
Beijing Eedoo Technology,Mobile,mobile
Beijing Feixiangren Information Technology,Curated Web,curated web
Fengxiafei,Mobile,mobile
Huaqi Information Digital,Manufacturing,manufacturing
Beijing Infinite World,Games,games
Beijing Jingyuntong Technology,Mobile,mobile
Beijing Legend Silicon,Messaging,messaging
Beijing Leputai Science and Technology Development,Manufacturing,manufacturing
Beijing Lingdong Kuaipai Information Technology,Mobile,mobile
Beijing Lingtu Software,Software,SaaS
Longxun Changtian Technology,Software,SaaS
Beijing Moca World Technology,Games|Video,games|video
KakaMobi,Mobile,mobile
Beijing NetentSec,Security,security
Novel SuperTV,Software,SaaS
Beijing Redbaby Internet Technology,E-Commerce,e-commerce
Beijing second hand information company,Advertising,advertising
Beijing Shiji Information Technology,Information Technology,information technology
Tiangua Online,Games,games
Beijing TierTime Technology,Mobile,mobile
Ti Knight,Games,games
Transinfo Group,Public Transportation,public transportation
Beijing TRS Information Technology,Search,search
Beijing Weiying Technology,E-Commerce,e-commerce
Xuehuile,Education,EdTech
Beijing Yiyang Huizhi Technology,Mobile,mobile
Youxigu,Games,games
Yuepu Sifang,Manufacturing,manufacturing
Yunzhisheng,Mobile,mobile
Beijing Zhongka Century Animation Culture Media,Photography|Video,photography|video
Beijingyicheng,Health Care|Medical,HealthTech
BeInSync,Web Hosting,web hosting
Beintoo,Advertising|Apps|Data Integration|Mobile|Mobile Advertising|Software,SaaS
BeiZ,Games,games
BEKIZ,E-Commerce,e-commerce
Bel Vino,Consumer Goods|Online Shopping|Wine And Spirits,E-Commerce
BelAir Networks,Mobile|Wireless,mobile|wireless
Belancer.com,Freelancers|Internet|Marketplaces,freelancers|internet|marketplaces
Belanit,Design|E-Commerce|Fashion,design|e-commerce|fashion
Beleza.Com,Retail,AI
Beleza na Web,Beauty|Cosmetics|E-Commerce|Retail,AI
Beliaa,Apps|Automotive|Cars|Innovation Management|Mechanical Solutions|Mobile|Transportation,apps|automotive|cars|innovation management|mechanical solutions|mobile|transportation
BeliefNet,Curated Web|Wine And Spirits,curated web|wine and spirits
BeliefNetworks,Machine Learning|Predictive Analytics|Software,SaaS
Believe.in,Charity|Enterprise Software|Non Profit,SaaS
Believe Digital,Curated Web,curated web
BelieversFund,Android|Apps|Crowdfunding|Finance|FinTech|iPhone|Mobile,FinTech
Belita,Fashion,fashion
Belkin International,Electronics|Hardware + Software|Home Automation,SaaS
Bell and Howell,Hardware + Software|Information Technology|Services,SaaS
Bell Biosystems,Biotechnology,biotechnology
Bell Boardz,Games|Kids,games|kids
Bella Pictures,Curated Web,curated web
Bella Professional Services,Legal,legal
Bella Vita Consultants,Consulting|Healthcare Services|Medical|Tourism|Travel & Tourism,HealthTech
Bella Vita Global S.L,Consulting|Real Estate|Tourism,consulting|real estate|tourism
Bellabeat,Hardware + Software|Health Care,HealthTech
Bellabox,E-Commerce,e-commerce
BellaDati,Analytics|B2B|Big Data|Insurance|Mobile|Software|Web Development,SaaS
Bellbrook Labs,Biotechnology,biotechnology
Belle 'a La Plage,Medical,HealthTech
Belleds Technologies,Consumer Electronics|Consumer Goods|Electronics,consumer electronics|consumer goods|electronics
Bellhops,Collaborative Consumption|Labor Optimization,collaborative consumption|labor optimization
Bellicum Pharmaceuticals,Biotechnology,biotechnology
Bellmetric,Software,SaaS
Bellstrike,Nonprofits|Web Development,nonprofits|web development
Bellwave Co,Design|Innovation Management|Mobile|Mobile Commerce,design|innovation management|mobile|mobile commerce
Bellwether Research Institute,Deep Information Technology|Emerging Markets|Environmental Innovation|Innovation Management|Market Research|Supply Chain Management,AI
Belly,Advertising|Android|Incentives|iPhone|Loyalty Programs|Marketing Automation|Mobile|Small and Medium Businesses,MarTech
Belly Ballot,Babies|Parenting|Social Media,babies|parenting|social media
Bellybaloo,Medical|Photography,HealthTech
BellyMoms Maternity Inc,Distribution|Manufacturing|Women,distribution|manufacturing|women
BeLocal,Curated Web|Ediscovery|Local|Local Search|Maps|Search,curated web|ediscovery|local|local search|maps|search
Belong,Internet,internet
BeloorBayir Biotech,Biotechnology,biotechnology
Bemba,Curated Web|File Sharing|Social Bookmarking,curated web|file sharing|social bookmarking
BemDireto,Real Estate,real estate
BeMe,E-Commerce,e-commerce
BeMe Intimates,E-Commerce,e-commerce
BeMo,Business Services|Project Management|SaaS|Service Providers|Small and Medium Businesses,SaaS
beModel,Curated Web|Fashion|Photography,curated web|fashion|photography
bemoir,Social Media Platforms,social media platforms
BeMyEye,Crowdsourcing|Market Research|Shopping,E-Commerce
BeMyGuest,Travel,travel
BeMySpot LTD,Brand Marketing|Internet Marketing|Services,MarTech
Ben Franklin Technology Partners of Northeast Pennsylvania,Private Social Networking,private social networking
"Ben Jen Online, LLC",Consulting|Customer Support Tools|Tech Field Support,consulting|customer support tools|tech field support
Benaissance,Software,SaaS
Bench,Accounting|Enterprises|Finance|Network Security|SaaS|Small and Medium Businesses|Software,FinTech
BenchBanking,Advertising,advertising
benchee,Advertising,advertising
Benchling,Biotechnology,biotechnology
Benchmark Bank,Banking,FinTech
Benchmark Intelligence,Automotive|Big Data|Hospitality|Market Research,automotive|big data|hospitality|market research
BenchPrep,Android|Certification Test|Colleges|Education|iPad|iPhone|Testing,EdTech
Beneath The Ink,Games,games
BeneChill,Health Care,HealthTech
Benefex Group,Software,SaaS
Benefit Defender,Collaborative Consumption|Health and Insurance|Health Care Information Technology|Legal|Virtual Workforces,HealthTech
Benefit Mobile,Charter Schools|E-Commerce|Gift Card|Mobile|Mobile Payments|Non Profit|Nonprofits,FinTech
Benefit Resource,Health and Wellness,HealthTech
Benefitfocus,Software,SaaS
Benefitter,Health and Insurance|SaaS|Services|Software,HealthTech
beneSol,Biotechnology,biotechnology
BeneStream,Health Care|Medical|SaaS|Services|Software,HealthTech
Benetel,Design|Telecommunications|Wireless,design|telecommunications|wireless
Benevir Biopharm,Biotechnology,biotechnology
Benevity,Information Technology|Interface Design|SaaS|Software,SaaS
Benhauer,Marketing Automation|Software,SaaS
Beni,Local Businesses|Loyalty Programs|Mobile,local businesses|loyalty programs|mobile
Benissimo,Cloud Data Services|Consulting|Digital Media|Enterprise Software|SaaS,SaaS
Benitec Ltd,Biotechnology,biotechnology
Benjamin's Desk,Entrepreneur|Innovation Management|Mobile Commerce,entrepreneur|innovation management|mobile commerce
"benobe, LLC",Career Planning|Education|Technology,EdTech
Be-novative,Creative|Crowdsourcing|Gamification|Innovation Management|Social Innovation,creative|crowdsourcing|gamification|innovation management|social innovation
Bensata,Social Media,social media
Benson Hill Biosystems,Biotechnology,biotechnology
Bensussen Deutsch,Advertising|Brand Marketing|E-Commerce|Sporting Goods,MarTech
Bento,Financial Services|FinTech|Small and Medium Businesses,FinTech
Bento Labs,Apps,apps
BentoBox,Internet|Restaurants|Startups|Web CMS,internet|restaurants|startups|web cms
Bento,Apps,apps
Bentonville International Group,Consulting|Software,SaaS
Benu Networks,Internet Infrastructure|Mobile|Mobile Infrastructure|Telecommunications|Wireless,internet infrastructure|mobile|mobile infrastructure|telecommunications|wireless
Benvenue Medical,Health Care,HealthTech
Benzinga,Finance|FinTech|News|Online Education,FinTech
BeOnDesk,Browser Extensions|Cloud Computing|Web Hosting,browser extensions|cloud computing|web hosting
bepleez,E-Commerce|Marketplaces,e-commerce|marketplaces
BeQuan,Brand Marketing|Career Management|Human Resources|Networking|Recruiting|Social Media|Social Network Media,MarTech
BeRanked,Business Services|Customer Service|Internet Marketing,MarTech
BERD,Manufacturing,manufacturing
beRecruited,Blogging Platforms|Colleges|Education|Networking|Recruiting|Sports,EdTech
Berg,Software,SaaS
Bergey's,Automotive,automotive
Berggi,Mobile,mobile
Bering Media,Advertising|Data Privacy|Internet Service Providers,advertising|data privacy|internet service providers
Ekso Bionics,Hardware + Software|Wearables,SaaS
Berkeley Design Automation,Nanotechnology,nanotechnology
Berkley Networks,E-Commerce,e-commerce
Berkäna Wireless,Mobile,mobile
Berkshire Films,Entertainment|Film|Games|Television,AI
Berlin Metropolitan Office,Business Services|Consulting|Coworking|Enterprise Software,SaaS
Bermai,Communications Infrastructure|Wireless,communications infrastructure|wireless
Bernal Films,Media|News|Video,media|news|video
Bernard Health,Advice|Consulting|Financial Services|Health and Insurance|Health Care|Hospitals,FinTech
Beroomers,All Students|Hospitality|Travel,all students|hospitality|travel
ÜberResearch,Curated Web,curated web
Berry Kitchen,Customer Service|E-Commerce|Specialty Foods,customer service|e-commerce|specialty foods
Berry White,Organic Food,organic food
Berrybenka,E-Commerce|Fashion,e-commerce|fashion
Beryl Wind Transportation,Transportation,transportation
Beryllium,Biotechnology,biotechnology
Besepa,Banking|FinTech,FinTech
"Besomebody, Inc.",Development Platforms|E-Commerce|Education|Marketplaces|Social Media,EdTech
BESOS,Beauty|Consumer Goods|Online Shopping,E-Commerce
Bespoke,B2B|Creative|Enterprises|Enterprise Software|Media|Mobile|Startups|Technology,SaaS
Bespoke Global,E-Commerce,e-commerce
Bespoke Innovations,Health Care,HealthTech
Bespoke Post,Curated Web,curated web
Bespoke Weddings Ltd,Event Management|Service Industries|Weddings,event management|service industries|weddings
Bespokify,Fashion|Mass Customization,fashion|mass customization
Besser Betreut,Search,search
Besstech,Clean Technology|Semiconductors,clean technology|semiconductors
Best Apps Market,Mobile|Mobile Games|Politics|Search,mobile|mobile games|politics|search
BEST Athlete Management,Entertainment|Games,AI
Best Before Media,Broadcasting|iPhone|News|Services|Video,broadcasting|iphone|news|services|video
Best Bid,Low Bid Auctions,low bid auctions
Best Doctors,Health Care,HealthTech
Best Five Reviewed,Advertising|Digital Media|E-Commerce,advertising|digital media|e-commerce
Best Learning English,Education,EdTech
BEST Logistics Technology,Public Transportation,public transportation
Best Money Decisions,Finance|Venture Capital,FinTech
Best Response Strategies,Software|Web Hosting|Web Tools,SaaS
Best Teacher,Education,EdTech
BestBoy Keyboard,Design|Hardware|Mobile,design|hardware|mobile
BestContractors.com,Curated Web,curated web
Bestdealfinance,Financial Services,FinTech
Bestimators,Construction|Home Renovation|Marketplaces,construction|home renovation|marketplaces
Bestofmedia Group,News,news
Bestowed,E-Commerce|Fitness|Health and Wellness|Nutrition,HealthTech
BestSecret.com,Fashion|Online Shopping|Shopping,E-Commerce
Beststudy,Education,EdTech
BestTravelWebsites,Travel,travel
BestVendor,B2B|Network Security|Software,SaaS
beStylish.com,E-Commerce|Fashion|Shoes,e-commerce|fashion|shoes
beSUCCESS,News,news
BET Information Systems,Software,SaaS
Bet4talent,Human Resources|Professional Services|Recruiting|Startups,human resources|professional services|recruiting|startups
Beta Cat Pharmaceuticals,Biotechnology,biotechnology
Beta-O2 Technologies,Medical Devices,HealthTech
